,situacao,anoConclusaoEnsinoMedio,chIntegralizadaMatriculada,chintegralizadaACE,chintegralizadaAF,chintegralizadaCF,chintegralizadaObrigatoria,chintegralizadaOptativa,chintegralizadaTotal,fracaoChIntegralizadaTotal,cidade,formaIngInstituicao,ira,sexo,tempoUniversidade,Cancelado,Reprovado por frequência,Reprovado por nota,DEC013_nota,DEE341_nota,DEE346_nota,DEE374_nota,DEE375_nota,DEC008_nota,DEC012_nota,DEC219_nota,DEE238_nota,DEE338_nota,DEE342_nota,DEE344_nota,DEE345_nota,DEC009_nota,DEC014_nota,DEC220_nota,DEE239_nota,DEE347_nota,DEE349_nota,DEE351_nota,DEE358_nota,DEE245_nota,DEE352_nota,DEE359_nota,DEE360_nota,DEC013_freq,DEE341_freq,DEE346_freq,DEE374_freq,DEE375_freq,DEC008_freq,DEC012_freq,DEC219_freq,DEE238_freq,DEE338_freq,DEE342_freq,DEE344_freq,DEE345_freq,DEC009_freq,DEC014_freq,DEC220_freq,DEE239_freq,DEE347_freq,DEE349_freq,DEE351_freq,DEE358_freq,DEE245_freq,DEE352_freq,DEE359_freq,DEE360_freq
106,1,2018,72,0,0,0,72,0,72,2.2,Maripá,Vestibular,0.08,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0,2019,525,0,0,0,225,0,225,7.0,Colombo,PSS ENEM,0.6232,0,2.0,0.0,0.0,1.0,70.0,79.0,89.0,13.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.0,84.0,94.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,2009,360,0,0,0,0,0,0,0.0,Palotina,Vestibular,0.0074,0,2.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1,2013,918,0,0,0,0,0,0,0.0,Palotina,SISU,0.3568,1,11.0,1.0,13.0,7.0,93.0,43.5,43.5,48.0,56.0,88.0,83.0,0.0,29.0,7.5,17.0,0.0,0.0,0.0,79.0,0.0,0.0,4.0,88.0,0.0,3.0,12.5,70.0,0.0,0.0,94.0,94.0,94.0,92.5,100.0,88.0,100.0,0.0,88.0,67.0,79.5,0.0,0.0,0.0,94.0,0.0,100.0,55.0,100.0,0.0,53.0,60.5,100.0,0.0,0.0
110,1,0,0,0,0,0,0,0,0,0.0,Palotina,SISU,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0,2018,915,0,0,0,615,0,615,19.1,Cruzeiro do Oeste,Vestibular,0.5965,0,4.0,0.0,2.0,3.0,81.0,72.0,58.0,51.0,70.0,84.0,72.0,0.0,0.0,17.5,55.0,70.0,0.0,0.0,42.0,0.0,0.0,0.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,96.0,87.0,84.0,90.0,94.0,80.0,87.0,0.0,84.0,46.0,90.0,94.0,20.0,0.0,80.0,0.0,0.0,0.0,27.0,94.0,0.0,0.0,0.0,0.0,0.0
112,1,0,0,0,0,0,0,0,0,0.0,Perobal,SISU,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1,2017,1584,0,0,0,1584,0,1584,48.9,Terra Roxa,Vestibular,0.8109,0,8.0,0.0,0.0,0.0,76.0,86.0,86.0,80.0,81.0,94.0,88.0,0.0,75.0,90.0,100.0,0.0,0.0,0.0,86.0,0.0,65.0,73.0,75.0,0.0,92.0,89.0,90.0,0.0,94.0,100.0,100.0,100.0,100.0,95.0,100.0,96.0,0.0,93.0,100.0,93.0,0.0,0.0,0.0,100.0,0.0,97.0,94.0,100.0,0.0,100.0,94.0,100.0,0.0,95.0
114,0,2022,330,0,0,0,0,0,0,0.0,Brasília,SISU,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1,2017,780,0,0,0,780,0,780,24.3,Palotina,Vestibular,0.518,0,8.0,0.0,0.0,5.0,82.0,0.0,59.0,87.0,70.0,82.0,74.0,0.0,14.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,42.0,65.0,0.0,0.0,88.0,0.0,96.0,97.0,88.0,83.0,85.0,0.0,83.0,81.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,100.0,97.0,0.0,0.0
116,1,0,0,0,0,0,0,0,0,0.0,Palotina,SISU,0.0242,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,1,0,0,0,0,0,0,0,0,0.0,São Paulo,SISU,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1,2018,234,0,0,0,234,0,234,7.2,Maripá,Vestibular,0.359,0,6.0,0.0,0.0,7.0,50.0,20.0,20.0,28.0,23.0,0.0,100.0,0.0,0.0,11.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,40.0,0.0,0.0,94.0,50.0,50.0,97.0,85.0,0.0,92.0,0.0,82.0,76.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,95.0,0.0,0.0
119,1,2019,210,0,0,0,180,30,210,6.5,Palotina,Vestibular,0.2609,0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,78.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,90.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0,2022,615,0,0,0,285,0,285,8.9,Palotina,PSS ENEM,0.78,0,2.0,0.0,0.0,0.0,72.0,95.0,99.0,50.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.0,97.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
